Split,Order,SampleId,FeatureConfig,Channels,Height,Width,MaskPositivePixels,FeatureMin,FeatureMax,FeatureMean,FeatureStd,FeatureFinite,WindSource,WindU,WindV,WindSpeed10m_Metadata,WindDirCos10m_Metadata,WindDirSin10m_Metadata
Train,10,1845062b-0479-4842-8cca-988342836d5f,ConfigB,9,200,200,806,-0.18062826991081238,8.0,2.859711170196533,3.65289044380188,True,ECMWF/ERA5_LAND/HOURLY,-1.624481201171875,2.3167343139648438,,,
Train,11,b51168ff-14e6-4e42-a51f-d993c936c4ae,ConfigB,9,200,200,1075,-0.23408624529838562,8.0,2.853287935256958,3.658346176147461,True,ECMWF/ERA5_LAND/HOURLY,-5.1580352783203125,3.122650146484375,,,
Train,12,42fea04f-677e-4edc-bccc-9dbd051b9229,ConfigB,9,200,200,2685,-8.0,8.0,4.671827793121338,4.588666915893555,True,ECMWF/ERA5_LAND/HOURLY,3.664520263671875,2.2154998779296875,,,
Train,13,a0abe46e-31a4-4674-948f-3fbb3dff0cb2,ConfigB,9,200,200,681,-0.21450021862983704,8.0,2.8441452980041504,3.661672830581665,True,NASA/GEOS-FP,0.9820572137832642,4.501504898071289,,,
Train,14,e1288242-b0a6-4d25-bf7d-d4c8d0b8dbae,ConfigB,9,200,200,306,-0.6131868362426758,8.0,2.8526620864868164,3.659073829650879,True,NASA/GEOS-FP,-2.587158679962158,-1.803456425666809,,,
Train,15,36c4c999-f9e5-45cc-b18c-070ddfb017f8,ConfigB,9,200,200,1423,-0.43002915382385254,8.0,2.8878657817840576,3.636472225189209,True,NASA/GEOS-FP,1.7127562761306763,0.4262596666812897,,,
Train,16,f391f054-efd6-4fc3-964c-8f52c76e4b67,ConfigB,9,200,200,634,-0.2683962285518646,8.0,2.869072675704956,3.6464972496032715,True,NASA/GEOS-FP,-1.422650933265686,-0.5098649859428406,,,
Train,17,092d5e0d-8d6e-4484-9fe4-a8f8709b240d,ConfigB,9,200,200,1807,-0.3650582432746887,8.0,2.8797781467437744,3.6430184841156006,True,ECMWF/ERA5_LAND/HOURLY,-3.9897308349609375,0.13091468811035156,,,
Train,18,d5d60f1e-1c7e-43ca-a1ba-2402d82fc690,ConfigB,9,200,200,2133,-0.14087674021720886,8.0,2.892091751098633,3.634125232696533,True,NASA/GEOS-FP,-4.7152934074401855,-0.8946890830993652,,,
Train,19,3f60a23e-8b4f-4627-b2b4-61e8fb82126d,ConfigB,9,200,200,2738,-0.08900373429059982,8.0,2.8777685165405273,3.6417646408081055,True,NASA/GEOS-FP,-3.553732395172119,0.4528758227825165,,,
Train,20,cb216916-45dd-453f-8dd0-8c68fdef4f5c,ConfigB,9,200,200,2716,-0.14604124426841736,8.0,2.8926024436950684,3.634537935256958,True,ECMWF/ERA5_LAND/HOURLY,0.515960693359375,-1.6938629150390625,,,
Train,21,adc640ee-dfed-4bf2-acbd-155f5f004dba,ConfigB,9,200,200,971,-0.5047438144683838,8.0,2.905364990234375,3.622480869293213,True,ECMWF/ERA5_LAND/HOURLY,-5.3419036865234375,-1.7371273040771484,,,
Train,22,efa874c4-38dd-4c47-b74a-42c71d101f98,ConfigB,9,200,200,3760,-0.14456480741500854,8.0,2.858713150024414,3.6546578407287598,True,NASA/GEOS-FP,0.7539805769920349,-2.2986867427825928,,,
Train,23,f9d5d321-aa1a-4f15-950a-5d303b2abf8f,ConfigB,9,200,200,495,-0.17072373628616333,8.0,2.833549737930298,3.667792797088623,True,NASA/GEOS-FP,0.23225098848342896,-0.36615392565727234,,,
Train,24,e1b06fc7-69a7-4ccd-b8ba-6eefd3090e3b,ConfigB,9,200,200,1116,-0.3360590934753418,8.0,2.8817999362945557,3.6398203372955322,True,ECMWF/ERA5_LAND/HOURLY,1.7423248291015625,-4.614013671875,,,
Train,25,0d72cd6d-1187-46a2-b98a-ffe3fc095534,ConfigB,9,200,200,701,-1.5944621562957764,8.0,2.8611202239990234,3.6523241996765137,True,ECMWF/ERA5_LAND/HOURLY,-4.4237213134765625,0.6100006103515625,,,
Train,26,7bd10e9d-0d73-4fd8-80b1-4d75eead252c,ConfigB,9,200,200,1416,-0.7936210036277771,8.0,2.837019920349121,3.6670291423797607,True,NASA/GEOS-FP,-1.488473653793335,3.471403121948242,,,
Train,27,18cfd620-1dd5-492d-9494-d20a01fe5d31,ConfigB,9,200,200,5977,-0.2364320307970047,8.0,2.850533962249756,3.659966468811035,True,ECMWF/ERA5_LAND/HOURLY,1.913818359375,1.45361328125,,,
Train,28,1e49a61e-246b-4280-843b-3c920e847ed6,ConfigB,9,200,200,1535,-0.20345252752304077,8.0,2.83435320854187,3.6697871685028076,True,ECMWF/ERA5_LAND/HOURLY,-5.6504669189453125,1.7006683349609375,,,
Train,29,936e4618-5dbb-4db9-8e4d-83537d97cf89,ConfigB,9,200,200,564,-0.8361391425132751,8.0,2.8473544120788574,3.6637866497039795,True,ECMWF/ERA5_LAND/HOURLY,3.67730712890625,-5.196737289428711,,,
Train,30,f9814855-0b18-4499-a806-431cb8dc4314,ConfigB,9,200,200,1515,-0.3042546808719635,8.0,2.877885341644287,3.6419525146484375,True,NASA/GEOS-FP,-3.7073159217834473,-1.8894758224487305,,,
Train,31,1d9eeba8-3fe9-4b29-ac81-a53b70b648ee,ConfigB,9,200,200,607,-0.13409371674060822,8.0,2.8503575325012207,3.6600332260131836,True,ECMWF/ERA5_LAND/HOURLY,2.061676025390625,-1.279998779296875,,,
Train,32,eb5b0ca8-8d1a-4305-9576-44cb5c889009,ConfigB,9,200,200,352,-0.726645827293396,8.0,2.871269941329956,3.6464414596557617,True,NASA/GEOS-FP,-0.4573151767253876,1.2508291006088257,,,
Train,33,451226cb-ab8e-4d19-92bf-4e6fe6e94667,ConfigB,9,200,200,1861,-0.12034495919942856,8.0,2.868842601776123,3.6474740505218506,True,ECMWF/ERA5_LAND/HOURLY,-3.825531005859375,0.51861572265625,,,
Train,34,849bc0a0-3151-429c-9216-cb0f4904f1b0,ConfigB,9,200,200,1174,-0.39511799812316895,8.0,2.8651866912841797,3.6489763259887695,True,ECMWF/ERA5_LAND/HOURLY,-3.91485595703125,3.836181640625,,,
Train,35,dbc9a0f0-bb15-42f9-afbd-8ede413c3d63,ConfigB,9,200,200,700,-0.3855421543121338,8.0,2.8411865234375,3.667208671569824,True,ECMWF/ERA5_LAND/HOURLY,2.564208984375,0.38916015625,,,
Train,36,d1d215f7-968c-4252-81d8-86292b77181d,ConfigB,9,200,200,1023,-0.061772316694259644,8.0,2.8792099952697754,3.641822338104248,True,ECMWF/ERA5_LAND/HOURLY,1.6765899658203125,-2.5629730224609375,,,
Train,37,faa6c1e3-1aa4-4e0e-9a4d-bc96f2cbb575,ConfigB,9,200,200,863,-0.454968124628067,8.0,2.8872811794281006,3.634060859680176,True,ECMWF/ERA5_LAND/HOURLY,2.7191314697265625,5.417886734008789,,,
Train,38,68c4cedb-745b-42c5-a5dc-683f31a66c77,ConfigB,9,200,200,1021,-0.3339375853538513,8.0,2.884634256362915,3.63667893409729,True,ECMWF/ERA5_LAND/HOURLY,0.86810302734375,-0.4250946044921875,,,
Train,39,85aba291-9d70-4732-a9d0-3ad8fa6752dd,ConfigB,9,200,200,617,-0.22705313563346863,8.0,2.8944079875946045,3.631042718887329,True,ECMWF/ERA5_LAND/HOURLY,-2.2062530517578125,1.4117279052734375,,,
Train,40,12ddb762-1706-45a5-b05a-8b37d8aa5553,ConfigB,9,200,200,366,-0.11953353136777878,8.0,2.8787732124328613,3.6441445350646973,True,NASA/GEOS-FP,-0.10120551288127899,1.1221433877944946,,,
Train,41,a51981a2-4c75-4565-a095-9992bba1cc5f,ConfigB,9,200,200,684,-0.47530147433280945,8.0,2.8624815940856934,3.6512393951416016,True,ECMWF/ERA5_LAND/HOURLY,-4.836395263671875,6.006072998046875,,,
Train,42,bb2ea701-2a22-45b4-a9bb-bce5039b334d,ConfigB,9,200,200,341,-0.1492881029844284,8.0,2.8742318153381348,3.643982172012329,True,ECMWF/ERA5_LAND/HOURLY,3.37274169921875,2.8220367431640625,,,
Train,43,aac1d548-fe21-433c-908b-3ef811c70741,ConfigB,9,200,200,377,-0.5205356478691101,8.0,2.8676578998565674,3.6482224464416504,True,ECMWF/ERA5_LAND/HOURLY,0.656585693359375,-3.1285400390625,,,
Train,44,f8853a6a-c641-44f2-9e1f-3cf1d9a4704e,ConfigB,9,200,200,1005,-0.1343071609735489,8.0,2.8676350116729736,3.647956609725952,True,ECMWF/ERA5_LAND/HOURLY,0.3417186737060547,-1.5570898056030273,,,
Train,45,e1610186-f143-4d00-887d-c02313a06ced,ConfigB,9,200,200,2329,-0.24058577418327332,8.0,2.8907668590545654,3.6333813667297363,True,ECMWF/ERA5_LAND/HOURLY,-3.4812164306640625,-1.9118976593017578,,,
Train,46,ed82c207-eed6-446e-95ab-3d30a4fe0faa,ConfigB,9,200,200,795,-0.25038784742355347,8.0,2.88925838470459,3.6353249549865723,True,ECMWF/ERA5_LAND/HOURLY,-1.838348388671875,-0.2610931396484375,,,
Train,47,ed88b236-ff77-49b0-9432-760597a44f21,ConfigB,9,200,200,1203,-0.19243666529655457,8.0,2.8580527305603027,3.6545066833496094,True,NASA/GEOS-FP,0.5099319815635681,-0.3654917776584625,,,
Train,48,e9c6edbc-dd02-4984-b5a9-22f9821a90f9,ConfigB,9,200,200,722,-0.15945646166801453,8.0,2.8555312156677246,3.654207706451416,True,ECMWF/ERA5_LAND/HOURLY,-3.38958740234375,-0.230316162109375,,,
Train,49,6ee67bd0-a0d4-40fb-b7c0-9a383b243e77,ConfigB,9,200,200,2304,-0.5574856996536255,8.0,2.861978054046631,3.6539900302886963,True,ECMWF/ERA5_LAND/HOURLY,-2.7777252197265625,-1.1183719635009766,,,
Train,50,6f982ccd-68e5-4fbe-bc9a-da06126384db,ConfigB,9,200,200,300,-0.25788289308547974,8.0,2.8713738918304443,3.644439220428467,True,ECMWF/ERA5_LAND/HOURLY,1.9102935791015625,-2.1874237060546875,,,
Train,51,d8b86d14-2e2b-463e-b9e4-e182133dff16,ConfigB,9,200,200,1422,-0.09314192086458206,8.0,2.8790247440338135,3.6407065391540527,True,ECMWF/ERA5_LAND/HOURLY,-0.8185577392578125,-2.083526611328125,,,
Train,52,c12a2521-70d8-4cb5-bf7f-957c968fc7db,ConfigB,9,200,200,830,-0.4794904291629791,8.0,2.8596692085266113,3.652562379837036,True,ECMWF/ERA5_LAND/HOURLY,-3.6475982666015625,0.9631195068359375,,,
Train,53,557bcb22-4950-43a7-b5eb-8ff9aa998092,ConfigB,9,200,200,464,-0.409717857837677,8.0,2.8798112869262695,3.6422131061553955,True,ECMWF/ERA5_LAND/HOURLY,-2.439361572265625,-1.823883056640625,,,
Train,54,66dea381-b94f-4e68-989e-ce95c49e140c,ConfigB,9,200,200,645,-0.12335464358329773,8.0,2.879521369934082,3.6396522521972656,True,ECMWF/ERA5_LAND/HOURLY,-1.076446533203125,5.4660749435424805,,,
Train,55,e4b56cb3-76e2-4907-adb2-1d8dbd9e501a,ConfigB,9,200,200,629,-0.487762987613678,8.0,2.8977015018463135,3.6277570724487305,True,ECMWF/ERA5_LAND/HOURLY,0.7776947021484375,-2.4529876708984375,,,
Train,56,d28f5f6f-c2fa-48c6-95bc-52387937a3b8,ConfigB,9,200,200,745,-0.21805274486541748,8.0,2.855724334716797,3.6540610790252686,True,ECMWF/ERA5_LAND/HOURLY,-2.6610870361328125,4.4711456298828125,,,
Train,57,e09e4b3d-39ad-4e3e-a022-fe1303fd5389,ConfigB,9,200,200,2542,-0.114664725959301,8.0,2.8828094005584717,3.63687801361084,True,ECMWF/ERA5_LAND/HOURLY,-0.76202392578125,-2.6876068115234375,,,
Train,58,b15412da-6e96-4900-8eba-3616ef902068,ConfigB,9,200,200,528,-0.10690633952617645,8.0,2.9053964614868164,3.6238393783569336,True,ECMWF/ERA5_LAND/HOURLY,-1.64813232421875,-1.0289373397827148,,,
Train,59,b2352425-cae9-454d-94cd-125252425386,ConfigB,9,200,200,716,-0.15548861026763916,8.0,2.8748323917388916,3.6434648036956787,True,NASA/GEOS-FP,-2.0059971809387207,2.9029345512390137,,,
Train,60,27deb8c8-f3fb-411a-9fb7-52f40904457c,ConfigB,9,200,200,6974,-0.1588296741247177,8.0,2.8718292713165283,3.6438934803009033,True,NASA/GEOS-FP,-2.7231626510620117,0.18407854437828064,,,
Train,61,d5306824-5c29-407c-a9fe-31387dc441ea,ConfigB,9,200,200,748,-0.4403669834136963,8.0,2.814587354660034,3.6846418380737305,True,ECMWF/ERA5_LAND/HOURLY,-0.1414947509765625,-0.8943023681640625,,,
Train,62,80b02866-9ecf-4b55-a756-41c98a0c9018,ConfigB,9,200,200,540,-0.6137017011642456,8.0,2.868866443634033,3.648355484008789,True,ECMWF/ERA5_LAND/HOURLY,-2.707962989807129,2.5215606689453125,,,
Train,63,c42210d7-b2f2-43af-be7d-345875796a06,ConfigB,9,200,200,483,-0.4524551033973694,8.0,2.865142583847046,3.6504147052764893,True,ECMWF/ERA5_LAND/HOURLY,-1.7987518310546875,-1.0318431854248047,,,
Train,64,7cbb3074-fa32-4bf6-86cc-bfb8ecba5ab9,ConfigB,9,200,200,301,-0.08389513194561005,8.0,2.8831207752227783,3.639113426208496,True,ECMWF/ERA5_LAND/HOURLY,-2.850189208984375,-2.4755477905273438,,,
Train,65,d55c559f-0a2f-4268-b0a7-d5a53c186033,ConfigB,9,200,200,706,-0.18004143238067627,8.0,2.8642120361328125,3.649304151535034,True,NASA/GEOS-FP,-5.5345258712768555,-1.278195858001709,,,
Train,66,d8ebb3d1-66a5-4a67-a0f7-360636d80fd8,ConfigB,9,200,200,397,-0.19411177933216095,8.0,2.8784613609313965,3.6432836055755615,True,ECMWF/ERA5_LAND/HOURLY,-6.87005615234375,3.22613525390625,,,
Train,67,c333c52d-f929-4399-a44f-25a1c842be0f,ConfigB,9,200,200,1625,-0.24655482172966003,8.0,2.8825786113739014,3.6377077102661133,True,NASA/GEOS-FP,0.26419252157211304,-0.07400939613580704,,,
Train,68,75632243-6871-4541-b56a-89fc74ca5c94,ConfigB,9,200,200,795,-0.17448656260967255,8.0,2.867898941040039,3.6468605995178223,True,ECMWF/ERA5_LAND/HOURLY,-4.00634765625,4.0517425537109375,,,
Train,69,e8603ed6-2ad4-41a0-8a83-55a287497780,ConfigB,9,200,200,2043,-0.1842314451932907,8.0,2.8229644298553467,3.6757757663726807,True,NASA/GEOS-FP,3.130274772644043,0.4092767834663391,,,
Train,70,6b49e97c-0d3b-4a01-877d-ec60f5cc666a,ConfigB,9,200,200,2314,-0.38734668493270874,8.0,2.8614866733551025,3.6528334617614746,True,ECMWF/ERA5_LAND/HOURLY,-2.395416259765625,-1.6241607666015625,,,
Train,71,15782937-20aa-466b-8498-598f6ec5bf98,ConfigB,9,200,200,1724,-0.1873525232076645,8.0,2.872614860534668,3.64837384223938,True,ECMWF/ERA5_LAND/HOURLY,1.6237945556640625,4.793312072753906,,,
Train,72,1dc29cc6-4968-4f0b-86af-9b3fe03ade05,ConfigB,9,200,200,682,-0.215463325381279,8.0,2.8729424476623535,3.6443142890930176,True,ECMWF/ERA5_LAND/HOURLY,-5.112152099609375,4.6020050048828125,,,
Train,73,007da0e4-bd2f-4bff-adb0-45bf43b904f1,ConfigB,9,200,200,1826,-0.1524994671344757,8.0,2.880282402038574,3.6398189067840576,True,ECMWF/ERA5_LAND/HOURLY,2.7199554443359375,3.8953323364257812,,,
Train,74,c2121154-e4d5-4dd8-bb66-cb3f78998a06,ConfigB,9,200,200,2744,-0.21713148057460785,8.0,2.845608949661255,3.6635265350341797,True,NASA/GEOS-FP,1.7886744737625122,3.9132297039031982,,,
Train,75,efea5a36-1bc8-4ef9-bee0-b21d1c6fc31c,ConfigB,9,200,200,2344,-0.1452813297510147,8.0,2.8788394927978516,3.642735719680786,True,ECMWF/ERA5_LAND/HOURLY,2.0240478515625,1.9068756103515625,,,
Train,76,3dc63d23-a1dd-4abf-9175-255d6390c3f8,ConfigB,9,200,200,593,-0.15417349338531494,8.0,2.8430376052856445,3.6648905277252197,True,ECMWF/ERA5_LAND/HOURLY,0.02049732208251953,0.817413330078125,,,
Train,77,1de50fe2-b0ce-4758-a6f4-50bea061ef28,ConfigB,9,200,200,770,-0.5966770648956299,8.0,2.862431049346924,3.6524665355682373,True,NASA/GEOS-FP,1.9709618091583252,0.0797300934791565,,,
Train,78,f8665d98-ad11-40a0-a0e6-d666925a0633,ConfigB,9,200,200,794,-0.14026176929473877,8.0,2.854543685913086,3.656597137451172,True,ECMWF/ERA5_LAND/HOURLY,-1.251007080078125,-4.880072593688965,,,
Train,79,41fa641f-4a65-40ed-9eac-45aa33457c8e,ConfigB,9,200,200,311,-0.24721819162368774,8.0,2.8605244159698486,3.6524486541748047,True,ECMWF/ERA5_LAND/HOURLY,-4.4802093505859375,0.64630126953125,,,
Train,80,f51fcf0b-96aa-4a82-ab8a-1c41d678d787,ConfigB,9,200,200,783,-0.7283298373222351,8.0,2.8356235027313232,3.668741226196289,True,NASA/GEOS-FP,-2.7953896522521973,0.14809846878051758,,,
Train,81,d0bfce45-652c-4e09-b088-9b1afd855e55,ConfigB,9,200,200,154,-0.199938103556633,8.0,2.8382935523986816,3.666295289993286,True,ECMWF/ERA5_LAND/HOURLY,2.765960693359375,-3.045988082885742,,,
Train,82,170aa59f-11db-459d-b6a8-fc6385000bef,ConfigB,9,200,200,673,-0.13807451725006104,8.0,2.8548550605773926,3.655811309814453,True,ECMWF/ERA5_LAND/HOURLY,2.9138336181640625,4.755828857421875,,,
Train,83,a91ccb71-1f6a-42ab-a821-65d502d3c21a,ConfigB,9,200,200,1914,-0.4551849961280823,8.0,2.8840537071228027,3.637657642364502,True,ECMWF/ERA5_LAND/HOURLY,-0.5194854736328125,3.3820953369140625,,,
Train,84,8963f38e-9d2a-4190-8895-9bd0ada45910,ConfigB,9,200,200,2495,-0.42424529790878296,8.0,2.8962833881378174,3.6310460567474365,True,ECMWF/ERA5_LAND/HOURLY,-5.8831024169921875,-1.837188720703125,,,
Train,85,cea90b12-c028-4246-a76e-1f78d53be808,ConfigB,9,200,200,404,-0.1307719349861145,8.0,2.8777356147766113,3.643172264099121,True,ECMWF/ERA5_LAND/HOURLY,-4.3476104736328125,2.4531097412109375,,,
Train,86,6d10db5e-6501-4e35-9186-c9bf14b7ed0d,ConfigB,9,200,200,1005,-0.32687947154045105,8.0,2.8655099868774414,3.6489975452423096,True,ECMWF/ERA5_LAND/HOURLY,0.7868804931640625,-4.9309539794921875,,,
Train,87,92868e8f-6213-417b-bf88-b01901c7fedd,ConfigB,9,200,200,5180,-0.3443072736263275,8.0,2.8661184310913086,3.6517443656921387,True,ECMWF/ERA5_LAND/HOURLY,-1.449920654296875,-1.2939605712890625,,,
Train,88,e87a51ea-3b2c-469e-b8e8-7b97759f61f9,ConfigB,9,200,200,789,-0.43414080142974854,8.0,2.8824102878570557,3.638207197189331,True,NASA/GEOS-FP,-0.5758389830589294,-1.0606242418289185,,,
Train,89,bb2aeaeb-b206-4e9f-af25-27f09404b8e5,ConfigB,9,200,200,683,-0.40831953287124634,8.0,2.855975389480591,3.656137228012085,True,ECMWF/ERA5_LAND/HOURLY,5.18212890625,2.0700531005859375,,,
Train,90,3733a190-d901-4980-ac3a-2e40eed8ad42,ConfigB,9,200,200,863,-0.15001575648784637,8.0,2.8688905239105225,3.6477489471435547,True,ECMWF/ERA5_LAND/HOURLY,-3.5758819580078125,1.8178253173828125,,,
Train,91,0d8d623b-deba-45b0-b279-17b5431d8b3f,ConfigB,9,200,200,702,-0.1595744639635086,8.0,2.876558780670166,3.6408588886260986,True,ECMWF/ERA5_LAND/HOURLY,-0.0864105224609375,0.6500768661499023,,,
Train,92,2189460b-706f-4bc7-8af3-a28494f8237c,ConfigB,9,200,200,2530,-0.08687806129455566,8.0,2.882675886154175,3.6393816471099854,True,NASA/GEOS-FP,-4.646027565002441,-0.6144098043441772,,,
Train,93,0bc9e3e8-c3c3-400f-9629-39db88919bc6,ConfigB,9,200,200,1092,-0.2934472858905792,8.0,2.8721463680267334,3.642422676086426,True,ECMWF/ERA5_LAND/HOURLY,-0.8100433349609375,-1.4964752197265625,,,
Train,94,a453bb0f-87c6-40ea-9ff1-3258abba7b39,ConfigB,9,200,200,1090,-0.6256816387176514,8.0,2.8266193866729736,3.6728625297546387,True,ECMWF/ERA5_LAND/HOURLY,1.1418304443359375,1.5445880889892578,,,
Train,95,5a9e6291-dff7-4beb-9f66-9a00d438a36b,ConfigB,9,200,200,460,-0.13117851316928864,8.0,2.860861301422119,3.6516902446746826,True,ECMWF/ERA5_LAND/HOURLY,0.6754608154296875,4.060028076171875,,,
Train,96,4d1ef5ce-17f4-40af-834f-06f31f8c8fa8,ConfigB,9,200,200,3713,-0.43955013155937195,8.0,2.8498830795288086,3.6626172065734863,True,NASA/GEOS-FP,6.099584102630615,2.1333229541778564,,,
Train,97,e011fb42-6e2b-47ee-9b0e-39cef0669548,ConfigB,9,200,200,576,-0.18333940207958221,8.0,2.8483245372772217,3.661224842071533,True,ECMWF/ERA5_LAND/HOURLY,-3.1240234375,2.4656982421875,,,
Train,98,b5dd0089-11bc-407c-8799-7925d676f204,ConfigB,9,200,200,1359,-0.10916636884212494,8.0,2.86995530128479,3.647571086883545,True,ECMWF/ERA5_LAND/HOURLY,3.0274534225463867,-5.9405059814453125,,,
Train,99,c170c4bd-7ed9-4f25-9500-212125eb7d40,ConfigB,9,200,200,2073,-0.157830148935318,8.0,2.87388014793396,3.645132303237915,True,ECMWF/ERA5_LAND/HOURLY,-1.208221435546875,1.7772369384765625,,,
Train,100,f403d9b7-15b2-476d-8132-cc1dd03947ed,ConfigB,9,200,200,1427,-0.5576419234275818,8.0,2.9115915298461914,3.61843204498291,True,NASA/GEOS-FP,-2.7083983421325684,2.298694610595703,,,
Train,101,061289c1-d920-482c-8d40-32184202f32f,ConfigB,9,200,200,1646,-0.16374269127845764,8.0,2.8785898685455322,3.643043041229248,True,ECMWF/ERA5_LAND/HOURLY,0.11907958984375,-2.1931610107421875,,,
Train,102,e6ca1104-6327-47b6-9bf9-c33e63f77b3c,ConfigB,9,200,200,821,-0.15908467769622803,8.0,2.903355836868286,3.625671148300171,True,ECMWF/ERA5_LAND/HOURLY,-3.1660614013671875,-0.4227294921875,,,
Train,103,79afe5f9-c418-438f-9951-99b74f6dcf87,ConfigB,9,200,200,1419,-0.1352124810218811,8.0,2.857388973236084,3.6548237800598145,True,ECMWF/ERA5_LAND/HOURLY,4.4220428466796875,-5.4846038818359375,,,
Train,104,03ed4928-ad22-4cfa-b7ec-c786a7de5dc3,ConfigB,9,200,200,458,-0.2403712272644043,8.0,2.8666036128997803,3.646944046020508,True,NASA/GEOS-FP,-1.7948172092437744,2.094357967376709,,,
Train,105,2f160c6d-8877-4b75-9afc-468569d0b521,ConfigB,9,200,200,1631,-0.14656177163124084,8.0,2.8737215995788574,3.6459813117980957,True,ECMWF/ERA5_LAND/HOURLY,0.369659423828125,2.755380630493164,,,
Train,106,2acafb8d-9351-4ff8-a19c-715c6da27ea6,ConfigB,9,200,200,636,-0.5699481964111328,8.0,2.8681793212890625,3.647719621658325,True,NASA/GEOS-FP,-1.4047788381576538,-2.697582244873047,,,
Train,107,2cf37e87-950a-4ed4-8df1-c5778cd1df79,ConfigB,9,200,200,1321,-0.3007630407810211,8.0,2.8874752521514893,3.6351873874664307,True,NASA/GEOS-FP,0.07524682581424713,0.05112440139055252,,,
Train,108,26a76961-81e3-49fe-8346-47b63904704c,ConfigB,9,200,200,616,-0.8716046810150146,8.0,2.8917031288146973,3.633906126022339,True,ECMWF/ERA5_LAND/HOURLY,-2.1403961181640625,2.399017333984375,,,
Train,109,73457a90-0019-4a45-b50f-1828fa879ee5,ConfigB,9,200,200,669,-0.16060961782932281,8.0,2.8618667125701904,3.652174234390259,True,ECMWF/ERA5_LAND/HOURLY,0.9238739013671875,2.3706512451171875,,,
Train,110,2b38f55a-fb97-4f33-bea3-dab1faaed298,ConfigB,9,200,200,3920,-0.637155294418335,8.0,2.854097366333008,3.6547627449035645,True,NASA/GEOS-FP,-5.5289201736450195,-1.160190463066101,,,
Train,111,a83bb7d9-d2ee-4f6a-9a90-ff8e60ef335e,ConfigB,9,200,200,841,-0.1552315652370453,8.0,2.876452922821045,3.6432883739471436,True,ECMWF/ERA5_LAND/HOURLY,4.4792327880859375,-1.357564926147461,,,
Train,112,b9f204f6-ed6a-4e1a-8c2a-2cf26957bbbc,ConfigB,9,200,200,890,-0.818584144115448,8.0,2.8304924964904785,3.673569679260254,True,NASA/GEOS-FP,2.2421646118164062,-0.9082167744636536,,,
Train,113,db8852e8-bcf7-4650-bc45-7303e6d93a66,ConfigB,9,200,200,828,-0.14054927229881287,8.0,2.8872618675231934,3.636753797531128,True,ECMWF/ERA5_LAND/HOURLY,-6.653961181640625,0.939453125,,,
Train,114,3ef1be4c-ddd0-4d76-ade1-85171556b919,ConfigB,9,200,200,569,-0.25240984559059143,8.0,2.8438377380371094,3.662830114364624,True,ECMWF/ERA5_LAND/HOURLY,-2.3652801513671875,0.3197021484375,,,
